Name,latitude,longitude,family,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,21B Exponence of Tense-Aspect-Mood Inflection,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,25B Zero Marking of A and P Arguments,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,34A Occurrence of Nominal Plurality,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,51A Position of Case Affixes,52A Comitatives and Instrumentals,54A Distributive Numerals,55A Numeral Classifiers,58A Obligatory Possessive Inflection,59A Possessive Classification,61A Adjectives without Nouns,63A Noun Phrase Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,72A Imperative-Hortative Systems,73A The Optative,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,79A Suppletion According to Tense and Aspect,NumBlanks
Estonian,59,26,Uralic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,1 Identity,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,,2 Indirect only,,32
Etsako,7.25,6.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Eudeve,29.16666667,-109.6666667,Uto-Aztecan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Evenki,56,125,Altaic,1 Exclusively concatenative,3 Case + referentiality,1 monoexponential TAM,4 6-7 categories per word,2 Dependent marking,3 Double marking,5 Inconsistent or other,2 Non-zero marking,3 No productive reduplication,4 No syncretism,3 Not syncretic,1 None,"6 All nouns, always obligatory",5 Inclusive/exclusive,5 Inclusive/exclusive,2 Two-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,1 Identical,3 Pronouns only,1 Case suffixes,2 Differentiation,4 Marked by suffix,1 Absent,1 Exists,1 No possessive classification,2 Without marking,,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,1 Inflectional optative present,3 No overlap,3 Direct and indirect,4 None,1
Even,68,130,Altaic,,,,,,,,,,,,,,,,2 Two-way contrast,,,,,,1 Case suffixes,2 Differentiation,,,,,,2 'And' identical to 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,,,,32
Ewe (Anglo),6,1,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ewe,6.333333333,0.416666667,Niger-Congo,,,,,4 No marking,2 Dependent marking,5 Inconsistent or other,1 Zero-marking,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,1 None,,3 No inclusive/exclusive,1 No person marking,2 Two-way contrast,,6 No gender distinctions,1 No politeness distinction,2 Differentiated,3 Pronouns only,9 No case affixes or adpositional clitics,1 Identity,,,2 Absent,2 Two classes,,2 'And' identical to 'with',2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,1 Tense,10
Ewondo,4,12,Niger-Congo,,,,,,,,,,,,,,,,3 Three-way contrast,1 Identical,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,36
Eyak,60.5,-145,Na-Dene,,,,,,,,,,,,,,,,,,,,,,,,,3 Obligatory,,,,,,,,,,,,,,,,39
Faroese,62,-7,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,4 Neither type of system,,1 Overlap for both possibility and necessity,,,37
Fasu,-6.583333333,143.3333333,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,3 Direct and indirect,,37
Fula (Burkina Faso),14,0,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Frisian (Eastern),53.58333333,7.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fe'fe',5.25,10.16666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fulani (Gombe),10.25,11.25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fula (Guinean),11.5,-12.5,Niger-Congo,,,,,,,,,,,,5 Five or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Fijian,-17.83333333,178,Austronesian,2 Exclusively isolating,5 No case,1 monoexponential TAM,4 6-7 categories per word,1 Head marking,1 Head marking,1 Head-marking,2 Non-zero marking,2 Full reduplication only,2 Core cases only,1 No subject person/number marking,1 None,,5 Inclusive/exclusive,1 No person marking,3 Three-way contrast,1 Identical,6 No gender distinctions,2 Binary politeness distinction,2 Differentiated,4 Pronouns and nouns,9 No case affixes or adpositional clitics,2 Differentiation,3 Marked by prefix,1 Absent,2 Absent,1 No possessive classification,,2 'And' identical to 'with',2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,"2 From 'finish', 'already'",5 No tense-aspect inflection,5 No second-person imperatives,3 Both types of system,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,4 None,2
Finnish,62,25,Uralic,1 Exclusively concatenative,2 Case + number,1 monoexponential TAM,2 2-3 categories per word,2 Dependent marking,3 Double marking,5 Inconsistent or other,2 Non-zero marking,3 No productive reduplication,3 Core and non-core,3 Not syncretic,1 None,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,1 Identical,6 No gender distinctions,2 Binary politeness distinction,1 Identical,3 Pronouns only,1 Case suffixes,2 Differentiation,1 No distributive numerals,1 Absent,2 Absent,1 No possessive classification,2 Without marking,1 'And' different from 'with',2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,1 Overlap for both possibility and necessity,2 Indirect only,4 None,0
Fiote,-5.5,14,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fijian (Wayan),-17,177.3,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ful (Liptako),13.5,0.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fula (Mauritanian),16.5,-13.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,1 Absent,,,,,,,,,,,,,,,,38
Fula (Nigerian),8.166666667,10.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,2 'And' identical to 'with',,,,,,,,,,,,38
Frisian (North),54.5,9,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Foe,-6.5,143.5,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fongbe,6.416666667,2.166666667,Niger-Congo,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,3 Mixed,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,37
Fore,-6.75,145.5,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,1 No grammatical evidentials,,37
Fox,43,-83,Algic,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,2 Marked by reduplication,,,,,,,,,,,,,,,2 Indirect only,,37
Momu,-3,141.5833333,Kwomtari-Baibai,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Fordata,-6.75,131.5,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
French,48,2,Indo-European,1 Exclusively concatenative,5 No case,2 TAM+agreement,3 4-5 categories per word,4 No marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,3 No productive reduplication,3 Core and non-core,2 Syncretic,2 Two,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,1 No distance contrast,2 Different stem,3 3rd person singular only,2 Binary politeness distinction,2 Differentiated,2 No person marking,7 Prepositional clitics,1 Identity,1 No distributive numerals,1 Absent,2 Absent,1 No possessive classification,2 Without marking,1 'And' different from 'with',1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,1 From possessive,2 Tense-aspect suffixes,2 Second singular,4 Neither type of system,2 Inflectional optative absent,1 Overlap for both possibility and necessity,2 Indirect only,3 Tense and aspect,0
Frisian,53,5,Indo-European,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,2 Second singular,,,,,,38
Frisian (Western),53,6,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Finnish Sign Language,62,26,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fula (Cameroonian),9.166666667,13.5,Niger-Congo,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,"2 3rd person only, but also non-singular",,,2 No person marking,7 Prepositional clitics,,,,2 Absent,2 Two classes,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,,2 Overlap for either possibility or necessity,,,30
Futuna (East),-14.33333333,-178.1666667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,3 Marked by prefix,,,,,,,,,,,5 No second-person imperatives,,,2 Overlap for either possibility or necessity,,,37
Fulniô,-8,-37.5,Yatê,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,,,,,,,,39
Fulfulde (Maasina),15,-5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fur,13.5,25,Fur,,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,,1 No case marking,3 Not syncretic,,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,6 No gender distinctions,1 No politeness distinction,1 Identical,3 Pronouns only,1 Case suffixes,1 Identity,,1 Absent,2 Absent,1 No possessive classification,,,,,,,2 Tense-aspect suffixes,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,,1 No grammatical evidentials,1 Tense,17
Fula (Senegal),15,-14,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Futuna-Aniwa,-19.53333333,170.2166667,Austronesian,,,,,,,,,,,,,,,,3 Three-way contrast,1 Identical,,,,,9 No case affixes or adpositional clitics,1 Identity,,1 Absent,,,,,,,,,5 No tense-aspect inflection,,,,,,,34
Fuzhou,26,119.5,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fyem,9.583333333,9.333333333,Niger-Congo,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,,,,,36
Gã,5.666666667,-0.166666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,2 Marked by reduplication,,,,,,,,,,,,,,,,,39
Gaagudju,-12.58333333,132.8333333,Gaagudju,,,,,,,,,,,,,"3 Only human nouns, obligatory",,,,,,,,,9 No case affixes or adpositional clitics,,,1 Absent,,,2 Without marking,,,,,,2 Tense-aspect suffixes,,,,,,,35
Gade,8.666666667,7.416666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gaelic (Scots),57,-4,Indo-European,,,,,,,,,3 No productive reduplication,,,2 Two,,,,,,,2 Binary politeness distinction,,,5 Mixed morphological case,,,,,,,1 'And' different from 'with',,,,,4 Mixed type,,,,,,,34
Gagauz,46.33333333,28.66666667,Altaic,,,,,,,,,,,,,,,,,,,,,,,,4 Marked by suffix,,,,,,,,,,,,,,,3 Direct and indirect,,38
Gahuku,-6,145.4166667,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Galo,28.16666667,94.66666667,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Gamo,6.666666667,37.25,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,1 Second singular and second plural,1 Maximal system,,,,,37
Great Andamanese,12,92.66666667,Great Andamanese,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Gapapaiwa,-9.75,149.8333333,Austronesian,,,,,,,,,,,,,"3 Only human nouns, obligatory",,,,,,,,,2 Case prefixes,,,,,,,,,,,,,,,,,,,38
Garo,25.66666667,90.5,Sino-Tibetan,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,2 2-3 categories per word,,,,,1 Productive full and partial reduplication,4 No syncretism,1 No subject person/number marking,,"4 All nouns, always optional",5 Inclusive/exclusive,1 No person marking,,,6 No gender distinctions,1 No politeness distinction,1 Identical,1 No adpositions,6 Postpositional clitics,,2 Marked by reduplication,3 Obligatory,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,4 Neither type of system,2 Inflectional optative absent,3 No overlap,2 Indirect only,4 None,16
German (Upper Austrian),47,14,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,,,,,,,39
Gavião,-10.66666667,-62,Tupian,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,1 Absent,,,3 Marked by prefix,,,,,,,,,,,,,37
Gayo,4.5,97.5,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
German (Bavarian),49,11.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,,,,,,,39
Gbeya Bossangoa,6.666666667,17.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,1 Identity,,1 Absent,2 Absent,2 Two classes,,,,,,,2 Tense-aspect suffixes,,,,,,,34
Guinea Bissau Crioulo,12,-15,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
German (Bern),47,7.416666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,5 Marked by preceding word,,,,,,,,,,,,,,,,,39
Gbaya Kara,6,15,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,5 No second-person imperatives,1 Maximal system,2 Inflectional optative absent,,,,35
German (Berlin),52.5,13.33333333,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,,,,,,,39
Greek (Cypriot),34.75,33,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gutob,19,83.66666667,Austro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Guduf,11.23333333,13.8,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,2 Marked by reduplication,1 Absent,,,,,,,,,,,,,,,,38
Godié,5.416666667,-5.833333333,Niger-Congo,,,,,,,,,,,,4 Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Gadaba (Kondekor),18.75,83.5,Dravidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Guadeloupe Creole,16.25,-61.5,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gidar,10,14,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gadsup,-6.25,146,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Gela,-9.083333333,160.25,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Georgian,42,44,Kartvelian,1 Exclusively concatenative,1 Monoexponential case,2 TAM+agreement,5 8-9 categories per word,3 Double marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,3 Core and non-core,3 Not syncretic,1 None,"6 All nouns, always obligatory",3 No inclusive/exclusive,2 'We' the same as 'I',3 Three-way contrast,3 Different inflection,6 No gender distinctions,2 Binary politeness distinction,1 Identical,2 No person marking,1 Case suffixes,3 Mixed,2 Marked by reduplication,1 Absent,2 Absent,1 No possessive classification,2 Without marking,1 'And' different from 'with',1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,5 No second-person imperatives,4 Neither type of system,1 Inflectional optative present,2 Overlap for either possibility or necessity,3 Direct and indirect,3 Tense and aspect,0
German,52,10,Indo-European,1 Exclusively concatenative,2 Case + number,1 monoexponential TAM,2 2-3 categories per word,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,3 No productive reduplication,3 Core and non-core,2 Syncretic,3 Three,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,1 No distance contrast,1 Identical,3 3rd person singular only,2 Binary politeness distinction,2 Differentiated,2 No person marking,1 Case suffixes,1 Identity,5 Marked by preceding word,1 Absent,2 Absent,1 No possessive classification,,,2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,1 From possessive,2 Tense-aspect suffixes,2 Second singular,4 Neither type of system,2 Inflectional optative absent,1 Overlap for both possibility and necessity,2 Indirect only,1 Tense,2
Guianese French Creole,5,-53,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gugadj,-18.5,140.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gureng Gureng,-25.25,151,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
German (Hannover),52.41666667,9.666666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,,,,,,,39
Guahibo,5,-69,Guahiban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ghotuo,7.083333333,5.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bunan,32.5,77,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gidabal,-28.41666667,152.4166667,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,,,,,,,37
Gilaki,37.33333333,50,Indo-European,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,2 Optional,,,,,,,,,,,,,,,,38
Gimira,7,35.75,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,,,37
Gula Iro,10.25,19.41666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gitksan,55.33333333,-127.75,Penutian,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,39
Giziga,10.33333333,14.16666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gurindji,-17.66666667,130.6666667,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Guajajara,-5,-46,Tupian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Indirect only,,39
Gününa Küne,-41,-67,Chon,,,,,4 No marking,1 Head marking,5 Inconsistent or other,2 Non-zero marking,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,35
Gelao,22.91666667,105.5,Tai-Kadai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Galician,43,-8,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,,,,,,39
Galela,2.416666667,128.3333333,West Papuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 'And' identical to 'with',,,,,,5 No second-person imperatives,,,,,,38
Golin,-6.333333333,144.75,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Gaalpu,-12.66666667,136.75,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
German (Mansfeldisch),51.58333333,11.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,,,,,,,39
Guambiano,2.5,-76.66666667,Barbacoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gamilaraay,-29.83333333,149.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gumatj,-12.5,135.5,Pama-Nyungan,,,,,,,,,2 Full reduplication only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Gumawana,-9.25,150.8333333,Austronesian,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,36
Gumuz,12.5,35.83333333,Gumuz,,,,,2 Dependent marking,4 No marking,5 Inconsistent or other,2 Non-zero marking,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,2 Absent,1 No possessive classification,,,,,,,4 Mixed type,1 Second singular and second plural,1 Maximal system,,,,,30
Guana,-22,-58,Mascoian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gunbalang,-12,134,Gunwinyguan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,39
Ga'anda,10.33333333,12.58333333,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gunin,-14.25,126.6666667,Worrorran,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,2 Differentiation,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,,,,,,,36
Guanano,0.833333333,-69.5,Tucanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Gunya,-26.5,146.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Indirect only,,39
Goajiro,12,-72,Arawakan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,2 'And' identical to 'with',,,,,2 Tense-aspect suffixes,,,,,,,36
Godoberi,42.66666667,46.08333333,Nakh-Daghestanian,,,,,,,,,,,,3 Three,,,,,,"2 3rd person only, but also non-singular",,1 Identical,2 No person marking,1 Case suffixes,,,,,,,,,,,,,4 Second person number-neutral,,1 Inflectional optative present,,3 Direct and indirect,,32
Goemai,8.666666667,9.75,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,38
Gogodala,-8.083333333,142.8333333,Gogodala-Suki,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Gojri,32.75,76.25,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,,,,,,39
Gokana,4.583333333,7.333333333,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,3 Tense-aspect tone,,,,,,,38
Gola,7.25,-10.83333333,Niger-Congo,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,38
Gondi,19,81,Dravidian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Gooniyandi,-18.33333333,126.3333333,Bunuban,7 Isolating/concatenative,1 Monoexponential case,1 monoexponential TAM,4 6-7 categories per word,3 Double marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,,5 Inclusive/exclusive,5 Inclusive/exclusive,2 Two-way contrast,,6 No gender distinctions,1 No politeness distinction,1 Identical,2 No person marking,8 Inpositional clitics,2 Differentiation,1 No distributive numerals,1 Absent,2 Absent,2 Two classes,2 Without marking,,2 No grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,1 Tense-aspect prefixes,5 No second-person imperatives,1 Maximal system,2 Inflectional optative absent,,2 Indirect only,4 None,4
Gorowa,-4.5,36.5,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
German (Ostschweiz),47.41666667,9.25,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,5 Marked by preceding word,,,,,,,,,,,,,,,,,39
German (Appenzell),47.33333333,9.333333333,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,5 Marked by preceding word,,,,,,,,,,,,,,,,,39
Grebo,5,-8,Niger-Congo,1 Exclusively concatenative,5 No case,1 monoexponential TAM,4 6-7 categories per word,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,,1 No case marking,3 Not syncretic,3 Three,"6 All nouns, always obligatory",3 No inclusive/exclusive,1 No person marking,,,"2 3rd person only, but also non-singular",1 No politeness distinction,,2 No person marking,9 No case affixes or adpositional clitics,,,,2 Absent,1 No possessive classification,,,1 Grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,2 Second singular,2 Minimal system,2 Inflectional optative absent,,1 No grammatical evidentials,4 None,10
Greenlandic (East),65,-40,Eskimo-Aleut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Garífuna,15.66666667,-88,Arawakan,,,,,,,,,,,,,,,,,,,,,,,3 Mixed,,,,,,,1 Grammatical marking,4 No past tense,1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,,,,,2 Indirect only,4 None,32
Gurr-goni,-12.25,134.4166667,Mangrida,,,,,,,,,,,,,1 No nominal plural,,,,,,,,,2 Case prefixes,,,,,,,,,,,,,,,,,,,38
Guarijío,27.75,-108.6666667,Uto-Aztecan,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
